name, author, rating, format, year
Dating Fun for Couples: 400 creative dating ideas for you to try,,4.0,Paperback,2014
Dating the Quarterback (Secret Series Book 3),Emily Evans,3.6,Kindle,2019
Bite My Bengal: Paranormal Dating Agency (Heads N' Tails Book 3),Roxanne Witherell,5.0,Kindle,2019
Dating In The Kingdom Of God,Prince K. Dube,5.0,Paperback,2014
One Baby Daddy (Dating by Numbers Series Book 3),Meghan Quinn,4.2,Kindle,2018
Tantric Dating: Bringing Love and Awareness to the Dating Process,Catherine Auman LMFT,4.9,Paperback,2017
On Dating Biblical Texts to the Persian Period: Discerning Criteria and Establishing Epochs (Forschungen Zum Alten Testament),,,Paperback,2019
Who Holds the Cards Now?: 5 Lethal Steps to Win His Heart and Get Him to Commit,,4.2,Audible Audiobook,2014
Rating Your Dating While Waiting for Mating,Ed Young,4.3,Hardcover,2005
God's Design for Christian Dating: Updated Version,Greg Laurie,2.5,Paperback,2011
He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,Greg Behrendt,4.4,Kindle,2004
Life with a Widower: Overcoming Unique Challenges and Creating a Fulfilling Relationship (Dating a Widower Book 3),Abel Keogh,4.1,Kindle,2013
Dating Delilah. Purity From A New Perspective,,,Paperback,
The Teenager's Guide to Dating: 8 Conversations to Building Intimacy,,,Paperback,2015
Olympia Alien Mail Order Brides 3-Book Boxed Set (Intergalactic Dating Agency),,4.0,Kindle,2018
Unsteady Dating: Resisting the Rush to Romance,,3.3,Paperback,
Dating A Cougar: A Novel (Never Too Late Book 1),Donna McDonald,4.1,Kindle,2011
Devotions for Dating Couples: Building a Foundation for Spiritual Intimacy,Ben Young,4.4,Kindle,2002
Just Don't Marry One: Interracial Dating~ Marriage~ and Parenting,George A. Yancey,3.6,Paperback,2003
The Ultimate Dating Guide for Widowers,Abel Keogh,4.1,Paperback,2014
30 Day Experiment for Singles: Dating God for 30 Days,Dr. Kim Kimberling,,Paperback,2016
Boundaries Updated and Expanded Edition: When to Say Yes~ How to Say No To Take Control of Your Life,Henry Cloud,4.4,Paperback,2017
Dangerous Mating (An A.L.F.A. Novel Book 3),Milly Taiden,4.5,Kindle,2018
The Art of War for Dating: Master Sun Tzu's Tactics to Win Over Women,Eric Rogell,3.7,Kindle,2010
Geek Bearing Gifts (Paranormal Dating Agency~ Book 2),Milly Taiden,4.5,Kindle,2014
The Trial: Transform Your Dating Life In Eight Weeks,,4.9,Kindle,2017
Guys Suck: The Trials and Tribulations of the Modern Dating Scene: An Adult Coloring Book,Day Drankin' Press,,Paperback,2018
The Mingling of Souls: God's Design for Love~ Marriage~ Sex~ and Redemption,Matt Chandler,4.8,Kindle,2015
How to Be the Girl Who Gets the Guy: How Irresistible~ Confident and Self-Assured Women Handle Dating With Class and Sass,Leslie Braswell,4.0,Paperback,2017
Help! I'm Confused About Dating (Life-Line Mini-Books),Joel James,5.0,Paperback,2017
Forget Me Not: A Youth Devotional on Love and Dating (Red Hill Devos),Mike Worley,5.0,Kindle,2014
8 Simple Rules for Dating My Teenage Daughter: And other tips from a beleaguered father [not that any of them work],W. Bruce Cameron,4.4,Paperback,2002
Dating Disasters of Emma Nash,,3.5,Kindle,2018
Hooking Up: Sex~ Dating~ and Relationships on Campus,Kathleen A. Bogle,4.0,Kindle,2008
52 Uncommon Dates: A Couple's Adventure Guide for Praying~ Playing~ and Staying Together,Randy Southern,4.4,Paperback,2014
Dragons in Shining Armor: Paranormal Dating Agency,Kathy Kulig,4.2,Kindle,2018
Self Help for Women: Boost Your Self Esteem~ Confidence & Assertiveness and Achieve Better Relationships & Attract Men with 2 Books in 1 - Dating for Women and Social Anxiety for Women,,,Audible Audiobook,2019
Sex and Dating: Questions You Wish You Had Answers To,Mindy Meier,4.7,Kindle,2012
Online Dating for Men: How To Meet Women Online by Building an Effective Online Dating Profile~ How to Talk to Girls and Get Girls to Reply to Messages,,,Paperback,2015
Dating and Other Things Catholic: What Seminary Taught Me About Single Life,John L. Antonio,5.0,Paperback,2016
Solan (My Single Alien - sci-fi adventure romance Book 1),Arcadia Shield,3.7,Kindle,2018
Science-Based Dating in Archaeology (Longman Archaeology Series),M.J. Aitken,,Kindle,2014
Save A Horse: Paranormal Dating Agency,Jennifer Wedmore,4.4,Kindle,2018
Dating the Billionaire: A Standalone Romantic Comedy,Poppy Dunne,4.4,Kindle,2017
Single Parent Dating: The Guide for Building a Healthy and Lasting Relationship as a Single Parent,Cynthia Cherry,,Kindle,2017
There's Something I Want to Tell You: True Stories of Mixed Dating in Japan,Yuta Aoki,3.9,Kindle,2015
Complete Idiot's Guide to Dating for Teens,Susan Rabens,5.0,Paperback,2000
The 7 Rules of Dating Rich Men: Learn How to Attract AND Marry The Rich Man Who Will Love And Spoil You Forever,,5.0,Paperback,2018
The Talks: A Parent's Guide to Critical Conversations about Sex~ Dating~ and Other Unmentionables,Barrett Johnson,4.9,Paperback,2014
A Woman's Handbook to Online Dating: Secrets to Successfully Find Love Online,,3.9,Kindle,2016
Fraud Scheme on International Dating Sites: How to avoid scams and how to check your lady with 100% result! Based on interviews with scammers from Eastern Europe (International Dating Online Book 1),Ron Powell,5.0,Kindle,2019
A Devil of a Date (Supernatural Dating Agency Book 2),Andie M. Long,4.7,Kindle,2018
Prepare to be tortured: - the price you will pay for dating a narcissist,,3.9,Paperback,2018
WInged Solution: Paranormal Dating Agency,Roxanne Witherell,4.5,Kindle,2018
A New Vision for Dating,Stacy Hord,5.0,Kindle,2012
When it Raines~ He Purrs: Paranormal Dating Agency,Michelle Ziegler,4.6,Kindle,2018
The Perks of Waiting for You: (Perks Book 4),Stephanie Street,4.0,Kindle,2018
Dragon With the Girl Tattoo: Paranormal Dating Agency (Dragon Guard  Book 21),Julia Mills,4.3,Kindle,2018
It Takes Balls: Dating Single Moms and Other Confessions from an Unprepared Single Dad,Josh Wolf,4.6,Hardcover,2013
His Personal Relationship Manager (Dating by Design Book 1),Jennifer Peel,4.3,Kindle,2016
Shifting Hearts Dating Agency: Books 1-3,Erzabet Bishop,4.6,Kindle,2019
Dating the Doctor: A Single Dad Romance,Piper Sullivan,4.4,Kindle,2017
The Man God Has For You: 7 Traits To Help You Determine Your Life Partner,Stephan Labossiere,4.7,Kindle,2017
The Game of Desire: 5 Surprising Secrets to Dating with Dominance--and Getting What You Want,Shannon Boodram,,Paperback,2019
Gay Dating 101: Finding Men~ Sex and Love in A Complicated World,Jonathan Cohen,4.1,Kindle,2012
I Kissed Dating Goodbye: A New Attitude Toward Relationships and Romance by Joshua Harris,,4.4,Paperback,2009
Bollywood Weddings: Dating~ Engagement~ and Marriage in Hindu America,Kavita Ramdya,4.4,Paperback,2011
The Man's Guide to Women: Scientifically Proven Secrets from the"Love Lab" About What Women Really Want ,,4.4,Audible Audiobook,2016
The Dating of Beowulf: A Reassessment (Anglo-Saxon Studies),,5.0,Hardcover,2014
Introducing Psychology of Relationships: A Practical Guide (Introducing...),John Karter,4.0,Kindle,2012
Online Dating For Dummies,Judith Silverstein,4.3,Paperback,2003
Before the Ring: Questions Worth Asking,William L. Coleman,4.5,Paperback,2019
The Reasons Why Relationships Suck but Dating is Worse Vol I,,5.0,Paperback,2019
Hiding Boys in Bathrooms: A Decade of Dating Debacles,,5.0,Hardcover,2017
Love Is A Game: A Marriage Proposal In 90 Days,Alexandra Filia,5.0,Paperback,2019
What I've Learned About Dating,Kevin S. Carr,5.0,Paperback,2016
30 Truths About Modern Dating: F*ck~ I Shaved My Legs for This? A Coloring Book,,5.0,Paperback,2017
The Perils of Cyber-Dating: Confessions of a Hopeful Romantic Looking for Love Online,Julie Spira,4.4,Paperback,2009
DATING TIPS FOR MEN MASTERCLASS: SEDUCTION~ DAYGAME & HOW TO TALK TO GIRLS: Download on amazon kindle. Attract women with this seduction guide. Seduction secrets and attraction explained for men,,,Kindle Edition,2018
Chasing Happily Ever After: Building Blocks To A Better Relationship,,5.0,Paperback,2018
Getting nasty with Nia,Bradley Bleckwehl,,Kindle,2019
Approaching Women: A step-by-step guide to getting more dates,Justin Stenstrom,4.5,Kindle,2015
Online Dating: Master the Art of Internet Dating: Create the Best Profile~ Choose the Right Pictures~ Communication Advice~ Finding What You Are Looking for~ and Finding Love,,4.1,Audible Audiobook,2015
Dating the Era of Lord Ram,,5.0,Paperback,2004
The Buddha and the Borderline: My Recovery from Borderline Personality Disorder Through Dialectical Behavior Therapy~ Buddhism~ and Online Dating,,4.6,Audible Audiobook,2017
Dating Old Photographs 1840-1929,,3.0,Paperback,
Not A Match: My True Tales of Online Dating Disasters,Brian Donovan,3.8,Paperback,2015
The Dating Arrangement (Something True),Kerri Carpenter,,Kindle,2019
DATING: It's Not Personal: A Women's Guide to Dating in the 21st Century,,5.0,Paperback,2014
The Perks of Kissing You (Perks Book 3),Stephanie Street,5.0,Kindle,2018
Dating and the Single Parent: * Are You Ready To Date? * Talking With The Kids * Avoiding A Big Mistake * Finding Lasting Love by Ron L. Deal (1-Oct-2012) Paperback,,4.5,Paperback,
Stargazer Alien Mail Order Brides: Collection #5 (Intergalactic Dating Agency) (Stargazer Alien Mail Order Brides: Collections),Tasha Black,5.0,Kindle,2019
How To Get A Girlfriend - The Ultimate Guide: Get The Girl You've Been Looking For Your Whole Life - With Contributions From Over 2~000 Girls,Chad Nellis,4.8,Kindle,2015
Divorced~ Desperate and Dating (Divorced and Desperate Book 2),Christie Craig,4.6,Kindle,2011
The Tao of Dating : A Smart Woman's Guide to Embracing Your Inner Goddess and Finding the Fulfillment You Deserve,,4.6,Paperback,
Dating with the Fear of God!: Identifying and Marrying My Mate—God’s Way!,,5.0,Kindle,2018
Unfuck Your Intimacy: Using Science for Better Relationships~ Sex~ and Dating,,,Paperback,2019
Dating Again with Courage and Confidence,Fran Greene,4.9,Kindle,2017
FLIRTING TIPS FOR GUYS: THE ULTIMATE GUIDE FOR ATTRACTING AND SEDUCING BEAUTIFUL WOMEN. Available to download on amazon kindle a dating advice guide for men. Pua training secrets.,,4.0,Kindle Edition,2018
Fast Track to Romance: An exclusive online dating guide for the mature woman,,3.7,Paperback,2018
Matchmaker Secrets: The Six Predictors of Dating Success,,4.9,Kindle,2015
Joshua Harris~ I Kissed Dating Goodbye~ DVD,Joshua Harris,5.0,DVD-ROM,
Single But Dating: A Field Guide to Dating in the Digital Age,Dr. Nikki Goldstein,5.0,Paperback,2017
Adventures in Online Dating: The Good~ the Bad~ the Crazy,Myra Bregman,4.6,Paperback,2018
There Are No Simple Rules for Dating My Daughter,Laura J. Buddenberg,5.0,Kindle,2010
Divorced and Dating: The Dude’s Guide to Starting Over and Attracting Wonderful Women (Men’s Advice for New World Dudes),Gregg Akkerman,,Paperback,2019
Dragon Her Home: Paranormal Dating Agency (Dragon Guard Series Book 37),Julia Mills,4.4,Kindle,2019
Her Purrfect Match (Paranormal Dating Agency~ Book 3),Milly Taiden,4.5,Kindle,2014
More Dating Old Photographs,,4.7,Paperback,2004
A Great Online Dating Profile: 30 Tips to Get Noticed and Get More Responses,Logan Lo,4.2,Kindle,2014
A Great Online Dating Profile: 30 Tips to Get Noticed and Get More Responses,Logan Lo,4.2,Kindle,2014
A Black Girls Guide to Dating White Men By Niki McElroy,Niki McElroy,3.7,Kindle,2013
50 Dates To Keep Her Coming Back For More: Dating Ideas From A Modern Bad Boy (Dating Ideas~ Dating Advice For Men~ Dating Advice For Women) (Volume 1),,4.3,Paperback,2014
Gay Men's Guide to Love and Relationships,Dr. Richard L. Travis,3.7,Paperback,2012
What if there is no potted palm?: Secrets Revealed about internet dating~ scamming~ and self-discovery,,5.0,Paperback,2019
Radiocarbon Dating (Interpreting the Past),Sheridan Bowman,,Paperback,
The Perfect Match (Omega Dating Agency Book 3),Aiden Bates,4.7,Kindle,2018
Off the Hook: God~ Love~ Dating~ and Marriage in a Hookup World,Timothy P. O'Malley,5.0,Paperback,2018
Dating Jesus: A Story of Fundamentalism~ Feminism~ and the American Girl,Susan Campbell,4.5,Hardcover,2009
Online Dating Secrets: The 6 Step Winning Strategy for Men (Man Power),,5.0,Kindle,2018
Middle Aged and Kickin' It!: A Woman's Definitive Guide to Dating Over 40~ 50~ and Beyond: Relationship and Dating Advice for Women~ Book 11,,4.2,Audible Audiobook,2017
Conscious Lesbian Dating & Love: A Roadmap to Finding the RIght Partner and Creating the Relationship of your Dreams (Conscious Lesbian Guides) (Volume 1),,4.4,Paperback,2015
Never Mind the Rules: The Alternative Dating Guide for Girls Who Wanna Rock!,Susan Hyatt,4.8,Kindle,2017
Holding Hands~ Holding Hearts: Recovering a Biblical View of Christian Dating,Richard D. Phillips,4.7,Paperback,2006
The Dating Mystique: How To Meet Your Royal Match,Hedda Muskat,5.0,Paperback,2018
Triple Flames: Paranormal Dating Agency,Alyse  Zaftig,2.7,Kindle,2018
Royally Screwed: Paranormal Dating Agency (Otherworld Shifters Book 1),Godiva Glenn,4.7,Kindle,2018
Dating in Durango: The Four Corners (At the Altar Book 18),Keira K. Barton,4.8,Kindle,2019
Don't Go In That Room!: A Girlfriend's Guide To Avoiding Dating And Relationship Hell,Annette Marie Westwood,5.0,Kindle,2016
The Best Match (Omega Dating Agency Book 2),Aiden Bates,4.7,Kindle,2018
Let Me Be Your First: A Friends to Lovers / Workplace / Virgin Romance (Music and Letters Series Book 1),Lynsey M. Stewart,4.6,Kindle,2017
The Modern Alpha Male: Authentic Principles to Become the Man You Were Born to Be: Attract Women~ Win Friends~ Increase Confidence~ Gain Charisma~ Master Leadership~ and Dominate Life - Dating Advice,Patrick King,4.1,Kindle,2014
Seatbelt Required: The Good~ Bad~ and Ugly Truth About Middle-Aged Dating,Beth Kellar,4.6,Kindle,2016
Dating for Under a Dollar: 301 Ideas,Blair Tolman,4.0,Kindle,2017
Dating Biblical Fuckboys: The Guide to Spotting Them a Mile Away,Rebekah DeAndra,5.0,Paperback,2018
How to Text a Girl the Right Way Like a Pro: Men's Texting and Dating Advice Guide to Get a Woman Hooked and Fall in Love Via Flirty Messages on WhatsApp~ Facebook~ Tinder~ Twitter or Any Chatting,J. Covey,,Kindle,2019
How to Win Girlfriends~ Attract Women~ and Influence People: Alpha Male Dating Advice Models to Guide Men Avoid Being a Nice Guy or Friend Zoned by Girls ... (All The Girls That Broke My Heart Book 1),J. Covey,,Kindle,2019
#MeekSeason: Divorce & Dating,Tamika Smith,4.9,Paperback,2017
Tinder Cheat Codes: How to Instantly Conquer the World's #1 Dating App,,,Kindle Edition,2019
DATING FOR MEN: SEDUCTION~ DAYGAME & HOW TO TALK TO GIRLS: Available to download on amazon kindle. Attract women with this seduction guide.Seduction secrets and attraction explained for men,,,Kindle Edition,2018
What to Buy the Shadowhunter Who Has Everything (And You're Not Officially Dating Anyway): The Bane Chronicles~ Book 8,,4.5,Audible Audiobook,2013
Still In The Game : How Men Over 40 Get Results Dating Beautiful Women,Troy  Francis,3.6,Kindle,2018
Still In The Game : How Men Over 40 Get Results Dating Beautiful Women,Troy  Francis,3.6,Kindle,2018
The Complete Worst-Case Scenario Survival Handbook: Dating & Sex,David Borgenicht,3.4,Kindle,2013
Triple Talons: Paranormal Dating Agency (Aurora Champions Book 3),Ophelia Bell,4.7,Kindle,2018
The Seven Secrets to Healthy~ Happy Relationships,don Miguel Ruiz Jr.,5.0,Paperback,2018
Shifter Date - Must Love Lions: Paranormal Dating App Series,Alma Black,4.6,Kindle,2016
A Pug's Guide to Dating,Gemma Correll,4.8,Hardcover,2013
Eye of the Tiger: Paranormal Dating Agency,ML  Guida,4.8,Kindle,2018
Jamaican Women: 21 Things about dating a Jamaican Woman,,,Kindle,2015
The Tao of Dating: The Smart Woman's Guide to Being Absolutely Irresistible by Ali Binazir MD (4-Apr-2013) Paperback,,,Paperback,
Hot Carbon: Carbon-14 and a Revolution in Science,,,Hardcover,2019
Dating Without A Daddy: A Guide For Fatherless Women Looking For Love,,4.8,Kindle,2014
The Game of Dating: Just for Men.The Ultimate Secrets on How to Date Your Dream Woman Today Buy it Now.,Heather Havenwood,3.7,Kindle,2010
The Tactical Guide to Women: How Men Can Manage Risk in Dating and Marriage,Shawn T. Smith,4.7,Paperback,2017
Dating Is Murder: A Novel (Wollie Shelley Mystery Series Book 2),Harley Jane Kozak,4.0,Kindle,2005
Her Purr-fect Surprise: Paranormal Dating Agency (Silver Streak Wolf Pack Book 1),A.K. Michaels,4.7,Kindle,2018
Oh~ My Roared: BBW Paranormal Shape Shifter Romance (Paranormal Dating Agency Book 12),Milly Taiden,4.3,Kindle,2017
The Widow's Guide to Sex and Dating: A Novel,Carole Radziwill,3.7,Kindle,2014
Ache,S.M. Soto,4.7,Kindle,2019
Confessions of an Independent Woman,Aprille Franks-Hunt,4.9,Kindle,2011
Lady and the Space Tramp: A Space Age Fairy Tale: Celestial Mates,J. M. Page,4.3,Kindle,2017
Sex: 3 Books in 1: The Dating Playbook for Men to Get Laid,,4.6,Kindle,2018
Draconians: Complete Series,Scarlett Grove,4.3,Kindle,2016
The End of the Dating Moratorium,,4.8,Paperback,2012
Dating the Gatekeeper: Successful Cold Calling Without Fear or Failure,Tom  Buxton,5.0,Kindle,2017
How To Be A 3% Man~ Winning The Heart Of The Woman Of Your Dreams,Corey Wayne,4.7,Paperback,2013
The Dating Site for Aliens: Aliens Need Sex Too Series~ Volume 1,Barb Dar,,Kindle,2013
Delay of Game (Dating Mr. Baseball Book 1),Lucy McConnell,4.7,Kindle,2017
131 Creative Conversations For Couples: Christ-honoring questions to deepen your relationship~ grow your friendship~ and kindle romance.,Jed Jurchenko,4.4,Paperback,2016
Grow Some Gills: Paranormal Dating Agency (Making Waves  Book 2),Savannah  Verte,4.5,Kindle,2018
Dating~ Flirting~ & Everything in Between: Flirt Fearlessly~ Date Deeper and Exude Confidence~ While Being Yourself! (Flirting-Dating-Confidence),,5.0,Paperback,2015
INTERNET DATING FOR SENIOR MEN: It's about Love & Romance (Interpersonal Relations Book 2),Carole Kincaid,4.5,Kindle,2015
The Survival guide for Online dating: If you have ever considered Online dating or have dated online then this book is definitly for you.,,,Kindle,2017
There's Been A Change Of Plans: A Memoir about Divorce~ Dating and Delinquents in Mid-Life,Amy Koko,4.9,Kindle,2015
Zen Secrets of Dating & Seduction,,5.0,Kindle Edition,2013
Dating Advice For Women: The Art Of Finally Loving Yourself And Never Getting Heartbroken Again.,,5.0,Kindle,2019
Dating the Second Coming of Jesus,,5.0,Paperback,2015
Dating Down: And Those of US Who Do It,,5.0,Paperback,2009
Don't Be A Wife To A Boyfriend: 10 Lessons I Learned When I Was Single,Shonda Brown White,4.8,Kindle,2016
Daisy Jones & The Six: A Novel,Taylor Jenkins Reid,4.5,Hardcover,2019
Boyfriends & Girlfriends: A Guide to Dating for People with Disabilities,Terri Couwenhoven,3.9,Paperback,2015
The Woman's Playbook: A Simple Guide to Finding the Committed and Loving Man you have Always Deserved,Sarah Goodwell,5.0,Paperback,2014
The Introverted Women Dating and Relationship Guide: Discover and Take Advantage of Your Quiet Inner~ Introvert Power to Thrive in the Competitive Dating World and Always Get the Guy,Jennifer C. Lowes,4.5,Paperback,2014
I Shall Not Marry My Enemy,,,Kindle,2019
Hot Wings: Paranormal Dating Agency (Aurora Champions Book 2),Ophelia Bell,4.8,Kindle,2018
Dating Rocks!: The 21 Smartest Moves Women Make for Love,Steve Nakamoto,3.8,Paperback,2006
The Cowboy's Match: A Sweet Fake Relationship Romance (Pretendr Dating App Series),Blake Andrews,4.5,Kindle,2019
Fated Treasures: Paranormal Dating Agency,D.T.  Strange,4.0,Kindle,2018
Christian Dating: The Q & A Book: 250 DATING QUESTIONS - 250 BIBLE-BASED ANSWERS,Rita Henderson,5.0,Paperback,2014
To Date a Man~ You Must Understand Yourself: The Journey of Two Women: Dating Advice For Women (Relationship and Dating Advice for Women Book 10),Gregg Michaelsen,4.7,Kindle,2014
U Chic: The College Girl's Guide to Everything: Dealing with Dorms~ Classes~ Sororities~ Social Media~ Dating~ Staying Safe~ and Making the Most Out of the Best Four Years of Your Life,Christie Garton,5.0,Paperback,2017
What Hollywood Won't Tell You About Sex~ Love and Dating,Greg Johnson,4.2,Paperback,1994
Helping Gay Men Find Love: Tips for Guys on Dating and Beginning a Healthy Relationship,,5.0,Paperback,2017
Roadmap To Success With Smartphone APP And Online Dating For Men: How to be successful with Tinder~ Bumble~ Hot or Not~ Match.com~ Facebook.com and any other online dating platform.,,,Kindle Edition,2017
Radiocarbon Dating: An Archaeological Perspective,R.E. Taylor,,Hardcover,2014
Gaining Miles: A Miles Family Novella (The Miles Family Book 5),Claire Kingsley,4.9,Kindle,2019
Her Highlander's Desire: Paranormal Dating Agency (Wolf's Hunger Book 7),A.K. Michaels,4.3,Kindle,2018
Dating Shakespeare's plays : a critical review of the evidence,Kevin Gilvary,3.9,Paperback,
Captivate: The Science of Succeeding with People,Vanessa Van Edwards,4.6,Paperback,2018
Dating Again: A Guide to Dating Just When You Thought You Were Done,,5.0,Paperback,2018
Linguistic Dating of Biblical Texts: An Introduction to Approaches and Problems (2 Volumes) (Bibleworld),Ian Young,1.0,Hardcover,2014
Carbon Dating (Great Discoveries in Science),,,Library Binding,2019
Know your Filipina Handbook: Your best guide for dating Filipinas. History~Culture~Traditions during holidays~knowing what's on their minds. 81 questions of foreigners to filipinas and many more.,,,Paperback,2017
Jedi: Paranormal Dating Agency (The Grim RIders Book 2),Gracen Miller,5.0,Kindle,2018
Dating Truths: Loss Prevention vs Damage Control,,5.0,Paperback,2018
Jedi: Paranormal Dating Agency (The Grim RIders Book 2),Gracen Miller,5.0,Kindle,2018
Dating Truths: Loss Prevention vs Damage Control,,5.0,Paperback,2018
Every Teenager's Little Black Book on Sex and Dating (Little Black Books) (Little Black Books (Harrison House)) (Little Black Books (Harrison House)),Blaine Bartel,3.9,Paperback,2002
Christian Dating Simplified: A Short~ Practical Guide to the only Four Questions You Need to Ask,,4.2,Paperback,2017
Speed Dating (Preston's Mill Book 2),Noelle Adams,4.1,Kindle,2017
Dating A Cougar II: A Novel (Never Too Late Book 6),Donna McDonald,4.7,Kindle,2013
Disasters in Dating,Danielle Allen,4.6,Kindle,2017
Ride: Awakening (Puca Mates Book 1),A.C. James,4.4,Kindle,2019
Be Quiet and Date Me!: Dating for Introverts in a World That Never Stops Talking (Relationship and Dating Advice for Women Book 6),Gregg Michaelsen,4.6,Kindle,2014
Summer's Gone: Paranormal Dating Agency (Twilight Crossing Book 3),Jen Talty,4.8,Kindle,2018
Heavenly Scents: Paranormal Dating Agency (Silver Streaks Pack Book 2),A.K.  Michaels,4.7,Kindle,2018
Spring Fling: Paranormal Dating Agency (Twilight Crossings Book 2),Jen Talty,4.7,Kindle,2018
Don't Sleep With Him Yet: A Badass Guide to Dating in 10 Empowering Steps,,,Paperback,2019
Her Best Match: A Clean Billionaire Romance (The Best Girls Book 1),Tamie Dearen,4.4,Kindle,2013
Dating with Integrity: Honoring Christ in your relationships with the opposite sex,John Holzmann,3.9,Paperback,2007
Statistically Improbable (Dating by Design Book 2),Jennifer Peel,4.5,Kindle,2017
Before the Ring: Questions Worth Asking,William L. Coleman,4.5,Paperback,2019
Límites en el Noviazgo,Henry Cloud,4.1,Paperback,2004
Finding True Love in a Man-Eat-Man World: The Intelligent Guide to Gay Dating~ Sex. Romance~ and Eternal Love,,4.4,Kindle,2011
Desiree After Dark: Paranormal Dating Agency,Tina Donahue,5.0,Kindle,2018
Bearback Bride: Paranormal Dating Agency,Liv  Brywood,4.7,Kindle,2018
Her Cougar Cowboy: Paranormal Dating Agency,Moxie  North,4.6,Kindle,2018
Dating Thai Women For Foreign Men,,,Kindle,2017
Data~ A Love Story: How I Gamed Online Dating to Meet My Match,,4.0,Audible Audiobook,2013
How to Love a Jamaican: Stories,Alexia Arthurs,4.2,Hardcover,2018
Carbon Dating~ Cold Fusion~ and a Curve Ball,,4.5,Paperback,2006
Why Men Love Bitches: From Doormat to Dreamgirl―A Woman's Guide to Holding Her Own in a Relationship,Sherry Argov,4.6,Paperback,2002
Bears with Benefits Box Set,Haley Weir,4.5,Kindle,2019
Online Dating: Rules of Communications in the Network and How to Avoid Scam in the Relationship? (Dating~ Free Online Dating~ Dating Guide~ Scam~ Dating Advice),Mila Lewis,4.4,Kindle,2017
A Dandy Guide to Dating Vintage Menswear: WW1 Through the 1960s,Sue Nightingale,4.4,Hardcover,2011
Dating When you're on the Autism Spectrum: A Parent's Guide to Supporting Teen and Young Adult Dating with Autism Spectrum Disorders,Marie Cunningham,,Kindle,2017
Every Teenager's Little Black Book: Special Gift Edition,Blaine Bartel,3.8,Hardcover,2007
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,Paperback,2015
A Black Girls Guide to Dating White Men,Niki McElroy,3.9,Paperback,2011
Online Dating: Escape the Singles Trap~ Create The Perfect Profile For You~ Easy Dating Profile Secrets To Get You Dating~ How to make Tinder~ POF~ Happn etc Work For You,,,Kindle,2016
The Intergalactic Duke's Inconvenient Engagement: Black Hole Brides #1 (Intergalactic Dating Agency): Black Hole Brides #1 (Intergalactic Dating Agency) (Big Sky Alien Mail Order Brides Book 5),Elsa Jade,4.6,Kindle,2017
Dating Game by Danielle Steel (2004-02-03),Danielle Steel,,Mass Market Paperback,
Getting To Know Us 101 Questions for first dates OR long term relationships: How to remove the awkwardness of the first date with clean questions and topics,,,Paperback,2019
Undressed: The Naked Truth about Love~ Sex~ and Dating,Jason Illian,4.1,Hardcover,2006
Chicken Soup for the Soul: The Dating Game: 101 Stories about Looking for Love and Finding Fairytale Romance!,,4.2,Paperback,2013
The Dating Game: How to Lose a Potential Mate After the 1st Date,,5.0,Paperback,2018
Bearfoot and Pregnant: BBW Paranormal Shape Shifter Romance (Paranormal Dating Agency Book 10),Milly Taiden,4.6,Kindle,2016
Silent Night: A Novel,Danielle Steel,4.7,Kindle,2019
The Devil of Dating,N.L. Gervasio,5.0,Kindle,2017
Programs to Reduce Teen Dating Violence and Sexual Assault: Perspectives on What Works,,,Hardcover,2009
Radiocarbon dating (Handbooks for archaeologists),W. G Mook,,Paperback,
Boys~ Boys~ Boys: Thoughts on Dating From A Single Since Birth Girl,,,Paperback,2019
50+ Dating Profile Tips for People 50+: How to Write an Awesome Dating Profile that Attracts People You Want to Meet,J. C. Elliot,4.3,Kindle,2017
