name, author, rating, format, year
The Anthropology of Religion~ Magic~ and Witchcraft,,4.3,Paperback,2017
The Alchemist,Paulo Coelho,4.6,Kindle,2015
Arguing Religion: A Bishop Speaks at Facebook and Google,Robert Barron,4.7,Hardcover,2018
World Religions and Cults Box Set (World Religions & Cults),,4.4,Paperback,2016
One World~ Many Religions: The Ways We Worship,Mary Pope Osborne,4.3,Hardcover,1996
Celtic Myth and Religion: A Study of Traditional Belief~ with Newly Translated Prayers~ Poems and Songs,,4.7,Paperback,2011
LOOSELEAF DIRECT FOR EXPERIENCING THE WORLDS RELIGIONS,Michael Molloy,,Loose Leaf,2017
The Religions Book: Big Ideas Simply Explained,,4.2,Hardcover,2013
Becoming Supernatural: How Common People are Doing the Uncommon,Joe Dispenza,4.8,Kindle,2017
The Institutes of the Christian Religion,John Calvin,4.4,Hardcover,2014
The Belief Book,David G. McAfee,4.4,Paperback,2015
What Do You Believe?: Big Questions About Religion,,4.4,Paperback,2016
Religion in the University,,,Hardcover,2019
World Religions: A Historical Approach,,4.3,Paperback,2007
Philosophy of Religion: An Anthology,,4.0,Paperback,2014
It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,4.8,Kindle,2018
Black Religion and Black Radicalism: An Interpretation of the Religious History of African Americans,Gayraud S. Wilmore,4.1,Paperback,1998
Reconstructing the Gospel: Finding Freedom from Slaveholder Religion,Jonathan Wilson-Hartgrove,4.2,Hardcover,2018
Neighboring Faiths: A Christian Introduction to World Religions,Winfried Corduan,4.6,Hardcover,2012
Quality Research Papers: For Students of Religion and Theology,,4.6,Paperback,2014
Philosophy of Religion: Selected Readings,,3.7,Paperback,2014
The Religion of Tomorrow: A Vision for the Future of the Great Traditions - More Inclusive~ More Comprehensive~ More Complete,,4.1,Audible Audiobook,2017
Armenia: Art~ Religion~ and Trade in the Middle Ages,,4.8,Hardcover,2018
The Illustrated World's Religions: A Guide to Our Wisdom Traditions,Huston Smith,4.4,Paperback,1995
Calvin: Institutes of the Christian Religion (2 Volume Set),John Calvin,4.4,Hardcover,
Nine Theories of Religion,,4.3,Paperback,2014
Democratic Religion: Freedom~ Authority~ and Church Discipline in the Baptist South~ 1785-1900 (Religion in America),Gregory A. Wills,4.2,Paperback,2003
Christian Mission: How Christianity Became a World Religion,Dana L. Robert,4.5,Paperback,2009
Christianity and World Religions Revised Edition: Questions We Ask About Other Faiths,Adam Hamilton,4.3,Paperback,2018
Psychology and Religion: West and East (The Collected Works of C. G. Jung~ Volume 11),,4.0,Hardcover,1975
The Institutes Of The Christian Religion: The Four Books - Complete and Unabridged,John Calvin,4.4,Paperback,2017
Slave Religion: The "Invisible Institution" in the Antebellum South,Albert J. Raboteau,4.7,Paperback,2004
Religion: A Study in Beauty~ Truth~ and Goodness,,5.0,Paperback,2016
The Book of Joy: Lasting Happiness in a Changing World,Dalai Lama,4.8,Kindle,2016
Babylon Mystery Religion: Ancient and Modern,Ralph Woodrow,4.3,Paperback,
War and Religion: Europe and the Mediterranean from the First through the Twenty-first Centuries,,,Hardcover,2019
God without Religion: Can It Really Be This Simple?,Andrew Farley,4.8,Paperback,2011
Man's Search for Meaning,,4.7,Kindle,2006
The Wealth of Religions: The Political Economy of Believing and Belonging,,,Hardcover,2019
The Territories of Science and Religion,Peter Harrison,4.3,Paperback,2017
The Treasures of Darkness: A History of Mesopotamian Religion,Thorkild Jacobsen,4.5,Paperback,1978
Religion and the Decline of Magic: Studies in Popular Beliefs in Sixteenth and Seventeenth-Century England (Penguin History),Keith Thomas,4.3,Paperback,2003
Religion in Sociological Perspective,David Yamane,4.0,Paperback,2015
Greek Religion,Walter Burkert,4.6,Paperback,1985
The Bloomsbury Reader in Religion~ Sexuality~ and Gender,,5.0,Paperback,2017
Spirituality and Religion Within the Culture of Medicine: From Evidence to Practice,,,Hardcover,2017
World Religions (2015): A Voyage of Discovery 4th Edition,Jeffrey Brodd,4.5,Paperback,2015
Paganism: An Introduction to Earth- Centered Religions,Joyce Higginbotham,4.6,Paperback,2002
Ecology and Religion (Foundations of Contemporary Environmental Studies Series),John Grim,4.3,Paperback,2014
Religion of a  Different Color: Race and the Mormon Struggle for Whiteness,W. Paul Reeve,4.7,Paperback,2017
A Discovery of Witches: A Novel (All Souls Trilogy~ Book 1),Deborah Harkness,4.4,Kindle,2011
Religion: What It Is~ How It Works~ and Why It Matters,Christian Smith,4.7,Paperback,2019
Losing My Religion: A Call For Help,,4.5,Paperback,2004
Anatomy of the Sacred: An Introduction to Religion (6th Edition),,3.9,Paperback,2008
Nordic Religions in the Viking Age (The Middle Ages Series),,4.5,Paperback,1999
African American Religions~ 1500-2000: Colonialism~ Democracy~ and Freedom,Sylvester A. Johnson,5.0,Paperback,2015
Science and Religion: A New Introduction,Alister E. McGrath,3.9,Paperback,2009
A Documentary History of Religion in America,,5.0,Hardcover,2018
Myth and Religion of the North: The Religion of Ancient Scandinavia,,5.0,Hardcover,1975
Magic Witchcraft and Religion: A Reader in the Anthropology of Religion,,3.7,Paperback,2012
Religion of Fear: The True Story of the Church of God of the Union Assembly,,,Hardcover,2019
Before Religion: A History of a Modern Concept,Brent Nongbri,4.1,Paperback,2015
Comparative Religion For Dummies,William P. Lazarus,3.9,Paperback,2008
Religion and the Philosophy of Life,,,Hardcover,2019
Introducing World Religions: A Christian Engagement,Charles E. Farhadian,5.0,Hardcover,2015
The Religions of Man,Huston Smith,4.2,Paperback,2013
Introducing World Religions: A Christian Engagement,Charles E. Farhadian,5.0,Hardcover,2015
The Religions of Man,Huston Smith,4.2,Paperback,2013
Invitation to World Religions,,4.2,Paperback,
Lies Religion Taught Me and the Truth That Set Me Free,Connie Witter,5.0,Paperback,2018
Bad Religion: How We Became a Nation of Heretics,,4.2,Paperback,2013
A Beginner's Guide to the Study of Religion,Bradley L. Herling,5.0,Paperback,2015
Consuming Religion (Class 200: New Studies in Religion),,5.0,Paperback,2017
Handbook of Today's Religions,Josh McDowell,4.4,Hardcover,1996
The Invention of Religion in Japan,Jason Ananda Josephson,5.0,Paperback,2012
Iran and Iraq: Religion~ War~ and Geopolitics (Understanding Iran),Philip Wolny,,Library Binding,2009
The Anthropology of Religion~ Magic~ and Witchcraft,Rebecca L. Stein,4.3,Paperback,
World Religions and Cults 101: A Guide to Spiritual Beliefs (Christianity 101®),Bruce Bickel,4.4,Paperback,2005
A Little History of Religion (Little Histories),Richard Holloway,4.2,Paperback,2017
Why We Need Religion,Stephen T. Asma,4.8,Hardcover,2018
Comparative Religion: Investigate the World Through Religious Tradition (Inquire and Investigate),Carla Mooney,5.0,Paperback,2015
Invitation to World Religions,,5.0,Paperback,2018
The Chosen Wars: How Judaism Became an American Religion,Steven R. Weisman,4.1,Hardcover,2018
What's Wrong With Religion,Skye Jethani,4.8,Paperback,2017
Kant: Religion Rational Theology (The Cambridge Edition of the Works of Immanuel Kant),Allen W. Wood,5.0,Paperback,2001
Understanding Folk Religion: A Christian Response to Popular Beliefs and Practices,Paul G. Hiebert,4.7,Paperback,2000
World Religions Today,John L. Esposito,4.3,Paperback,2017
Religions of Rome: Volume 2: A Sourcebook,Mary Beard,5.0,Paperback,1998
Indo-European Mythology and Religion: Essays,Alexander Jacob,,Paperback,2019
Religion in American Life: A Short History,Jon Butler,4.0,Paperback,2011
Religion and Science (Gifford Lectures Series),Ian G. Barbour,4.6,Paperback,1997
Oneness: Great Principles Shared by All Religions~ Revised and Expanded Edition,Jeffrey Moses,4.5,Paperback,2002
Religion and Ritual in Ancient Egypt,Emily Teeter,4.4,Paperback,2011
A Reader in the Anthropology of Religion,Michael Lambek,4.6,Paperback,2008
Religion Explained: The Evolutionary Origins of Religious Thought,Pascal Boyer,3.8,Paperback,2002
The Complete Idiot's Guide to World Religions~ 4th Edition: A Revealing Comparison of the Faiths That Shape the Lives of Millions,Brandon Toropov,3.9,Paperback,2011
Living Religions (10th Edition) - Standalone book,Mary Pat Fisher,4.5,Paperback,2016
The Routledge Companion to Religion and Film (Routledge Religion Companions),,5.0,Paperback,2009
Approaching Philosophy of Religion: An Introduction to Key Thinkers~ Concepts~ Methods and Debates,Anthony C. Thiselton,4.5,Paperback,2018
Studying Religion: An Introduction Through Cases,Gary E. Kessler,3.6,Paperback,2007
Women in Japanese Religions (Women in Religions),,5.0,Paperback,2015
Science~ Evolution~ and Religion: A Debate about Atheism and Theism,Michael Ruse,4.0,Paperback,2016
Race~ Nation~ and Religion in the Americas,Henry Goldschmidt,5.0,Paperback,2004
The Norton Anthology of World Religions: Islam,Jack Miles,4.5,Paperback,2017
Kant: Religion within the Boundaries of Mere Reason: And Other Writings (Cambridge Texts in the History of Philosophy),Immanuel Kant,,Paperback,2018
Evolving Brains~ Emerging Gods: Early Humans and the Origins of Religion,E. Fuller Torrey,4.8,Hardcover,2017
The Miracle Morning: The Not-So-Obvious Secret Guaranteed to Transform Your Life (Before 8AM),Hal Elrod,4.6,Kindle,2012
The Viking Spirit: An Introduction to Norse Mythology and Religion,Daniel McCoy,4.6,Paperback,2016
Introduction to African Religion~ Second Edition,,4.3,Paperback,2015
Philosophy of Religion (4th Edition),,3.7,Paperback,1989
Living Religions (9th Edition),Mary Pat Fisher,4.0,Paperback,2013
Al-Ghazali's Forty Principles of the Religion (Al- Arba'in Fi Usul ad-Din),,5.0,Paperback,2016
How Judaism Became a Religion: An Introduction to Modern Jewish Thought,,4.4,Paperback,2013
The Compact Guide To World Religions,,4.4,Paperback,1996
Living Religions: A Brief Introduction (3rd Edition),Mary Pat Fisher,4.0,Paperback,2011
Religion and Science: The Basics,Philip Clayton,4.1,Paperback,2011
Religion in America (8th Edition),,3.7,Paperback,2010
When Islam Is Not a Religion: Inside America's Fight for Religious Freedom,,,Hardcover,2019
The Realist Guide to Religion and Science,Paul Robinson,3.6,Paperback,2018
Religion in America,,3.8,Paperback,2016
Spiritual Guidance Across Religions: A Sourcebook for Spiritual Directors and Other Professionals Providing Counsel to People of Differing Faith Traditions,,4.8,Paperback,2014
Medieval Popular Religion~ 1000-1500: A Reader~ Second Edition (Readings in Medieval Civilizations and Cultures),,4.6,Paperback,2006
Religion for Atheists: A Non-believer's Guide to the Uses of Religion,,4.0,Paperback,2013
American Covenant: A History of Civil Religion from the Puritans to the Present,,4.3,Hardcover,2017
Religion: If There Is No God-- : On God~ the Devil~ Sin~ and Other Worries of the So-Called Philosophy of Religion,Leszek Kolakowski,3.7,Paperback,2001
American Religions: A Documentary History,R. Marie Griffith,3.8,Paperback,2007
The Sikh Religion~ Vol. 1 of 6: Its Gurus~ Sacred Writings and Authors (Classic Reprint),Max Arthur Macauliffe,4.4,Paperback,2015
The Yoruba Religion: Introduction to its Practice,Conrad E. Mauge,5.0,Paperback,2017
Religion and Nothingness (Nanzan Studies in Religion and Culture),Keiji Nishitani,4.2,Paperback,1983
No Religion But Social Religion: Liberating Wesleyan Theology,Joerg Rieger,5.0,Paperback,2018
No Religion But Social Religion: Liberating Wesleyan Theology,Joerg Rieger,5.0,Paperback,2018
Christianity and World Religions Leader Guide Revised Edition: Questions We Ask About Other Faiths,Adam Hamilton,,Paperback,2018
Exploring Religion in Ancient Egypt (Blackwell Ancient Religions),Stephen Quirke,,Paperback,2014
Gnosticism: The History and Legacy of the Mysterious Ancient Religion,Charles River Editors,5.0,Kindle,2019
Christianity~ Cults & Religions,Rose Publishing,4.3,Pamphlet,1995
Religion~ Theology~ and American Public Life (SUNY Series in Religious Studies),,,Paperback,1993
The Institutes of Christian Religion,John Calvin,4.4,Paperback,1987
Las religiones del mundo: Hinduismo~ budismo~ taoísmo~ confucianismo~ judaísmo~ cristianismo~ islamismo y religiones tribales (Spanish Edition),,5.0,Paperback,2005
Christianity~ Cults & Religions Participant's Guide,Paul Carden,4.0,Paperback,2010
The Norton Anthology of World Religions: Buddhism,Jack Miles,4.6,Paperback,2017
World Religions in Dialogue: A Comparative Theological Approach,Pim Valkenberg,4.0,Paperback,2013
On Religion,,,Paperback,2018
Christianity After Religion: The End of Church and the Birth of a New Spiritual Awakening,Diana Butler Bass,4.4,Paperback,2013
Experiencing the World's Religions: Tradition~ Challenge~ and Change~ 6th Edition,,3.7,Loose Leaf,2012
The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,4.7,Kindle,2007
When One Religion Isn't Enough: The Lives of Spiritually Fluid People,Duane R. Bidwell,3.5,Hardcover,2018
Christianity and World Religions - Participant's Book: Wrestling with Questions People Ask,Adam Hamilton,4.2,Paperback,2005
Religion in the Classroom,Jennifer Hauver James,4.0,Paperback,2014
American Cosmic: UFOs~ Religion~ Technology,D.W. Pasulka,4.2,Hardcover,2019
When Science Meets Religion: Enemies~ Strangers~ or Partners?,Ian G. Barbour,4.1,Paperback,2000
Age of Enlightenment: A History From Beginning to End,Hourly History,4.2,Kindle,2016
Patterns in Comparative Religion,Mircea Eliade,4.5,Paperback,1996
DSST Introduction to World Religions Exam Secrets Study Guide: DSST Test Review for the Dantes Subject Standardized Tests,,4.1,Paperback,2013
The Triumph of Christianity: How a Forbidden Religion Swept the World,Bart D. Ehrman,4.2,Hardcover,2018
Religion in American Politics: A Short History,Frank Lambert,3.4,Paperback,2010
The End of Religion: Encountering the Subversive Spirituality of Jesus,Bruxy Cavey,4.6,Paperback,2007
African Religion Vol. 1~ Anunian Theology and the Philosophy of Ra,,4.8,Paperback,2005
Integrating Spirituality and Religion into Counseling: A Guide to Competent Practice,,3.7,Paperback,
American Religion: Contemporary Trends - Second Edition,Mark Chaves,4.6,Paperback,2017
God Is Not One: The Eight Rival Religions That Run the World,,4.1,Paperback,2011
Introduction to World Religions: Third Edition,,5.0,Paperback,2018
Good Sex: Feminist Perspectives from the World's Religions,Patricia Beattie Jung,3.5,Paperback,2000
Scriptures of the World's Religions,,,Paperback,2017
Flourishing: Why We Need Religion in a Globalized World,,4.4,Kindle,2015
Exploring the Philosophy of Religion,David Stewart,3.9,Paperback,2016
Baptized in Blood: The Religion of the Lost Cause~ 1865-1920,Charles Reagan Wilson,4.6,Paperback,2009
Integrating Spirituality and Religion into Counseling: A Guide to Competent Practice,,3.7,Paperback,
Queer Nuns: Religion~ Activism~ and Serious Parody (Sexual Cultures),,3.0,Paperback,2018
Imagining Religion: From Babylon to Jonestown (Chicago Studies in the History of Judaism),,3.3,Paperback,1988
The Usborne Encyclopedia of World Religions: Internet-linked (World Cultures),,4.2,Paperback,2012
Religion For Dummies,,4.1,Paperback,2002
The Norton Anthology of World Religions: Daoism,Jack Miles,,Paperback,2017
"But Don't All Religions Lead to God?",Michael Green,4.2,Paperback,2002
Heaven's Gate: America's UFO Religion,Benjamin E. Zeller,4.2,Paperback,2014
Exploring the Religions of Our World,Ave Maria Press,4.7,Paperback,2008
You Have Stept out of Your Place: A History of Women and Religion in America,Susan Hill Lindley,5.0,Paperback,1996
A Documentary History of Religion in America to 1877,Edwin S. Gaustad,3.6,Paperback,2003
Magic Mushrooms in Religion and Alchemy,Clark Heinrich,4.7,Paperback,2002
White Jesus: The Architecture of Racism in Religion and Education,Alexander Jun,4.7,Paperback,2018
Afro-Caribbean Religions: An Introduction to Their Historical~ Cultural~ and Sacred Traditions,Nathaniel Samuel Murrell,5.0,Paperback,2009
The Old Religion in a New World: The History of North American Christianity,Mark A. Noll,4.1,Paperback,2001
Galileo Goes to Jail and Other Myths about Science and Religion,Ronald L. Numbers,4.3,Paperback,2010
From the Shahs to Los Angeles: Three Generations of Iranian Jewish Women between Religion and Culture,Saba Soomekh,4.4,Paperback,2013
Imagine No Religion: The Autobiography of Blase Bonpane,Blase Bonpane,4.7,Paperback,2011
Mitología y Religión de los Taínos (Spanish Edition),,5.0,Paperback,2016
Waking Up: A Guide to Spirituality Without Religion,,4.3,Audible Audiobook,2014
Choosing Our Religion: The Spiritual Lives of America's Nones,Elizabeth Drescher,4.8,Hardcover,2016
Choosing My Religion (R. C. Sproul Library),R. C. Sproul,3.9,Paperback,2005
Jews~ Christians~ Muslims: A Comparative Introduction to Monotheistic Religions,,4.0,Paperback,2011
Anthropology and Religion: What We Know~ Think~ and Question~ 2nd Edition,Robert L. Winzeler,4.0,Paperback,2012
Introducing American Religion (World Religions),Charles H. Lippy,3.7,Paperback,2009
The Masterpiece,Francine Rivers,4.8,Kindle,2018
Genealogical Fictions: Limpieza de Sangre~ Religion~ and Gender in Colonial Mexico,María Elena Martínez,3.8,Paperback,2011
An Introduction to Roman Religion,John Scheid,4.7,Paperback,2003
An Introduction to Roman Religion,John Scheid,4.7,Paperback,2003
World Religions for Healthcare Professionals,,,Paperback,2017
A History of Religion in 5½ Objects: Bringing the Spiritual to Its Senses,S. Brent Plate,4.6,Paperback,2015
Encyclopedia of Women in World Religions [2 volumes]: Faith and Culture across History,Susan de-Gaia,5.0,Hardcover,2018
Jewish Literacy Revised Ed: The Most Important Things to Know About the Jewish Religion~ Its People~ and Its History,Joseph Telushkin,4.7,Hardcover,2008
Religion in the Public Square: Sheen~ King~ Falwell,,,Hardcover,2019
Religion and Popular Culture in America~ Third Edition,,2.9,Paperback,2017
Whose Religion Is Christianity?: The Gospel beyond the West,Lamin Sanneh,3.7,Paperback,2003
Philosophy of Religion: An Introduction,William L. Rowe,3.9,Paperback,2006
Psychology~ Religion~ and Spirituality: Concepts and Applications (Cambridge Studies in Religion~ Philosophy~ and Society),Fraser Watts,,Paperback,2017
American Exceptionalism and Civil Religion: Reassessing the History of an Idea,John D. Wilsey,4.8,Paperback,2015
The Great Cosmic Mother: Rediscovering the Religion of the Earth,Barbara Mor,4.4,Paperback,1987
Reason & Religious Belief: An Introduction to the Philosophy of Religion,,3.7,Paperback,2012
Greek Religion: A Sourcebook,,4.3,Paperback,2009
Religion and Politics in the United States,Kenneth D. Wald,,Hardcover,2018
The Future of Religion: Richard Rorty and Gianni Vattimo,Richard Rorty,4.0,Kindle,2005
Religion and Popular Culture: A Cultural Studies Approach,Chris Klassen,,Paperback,2014
Anthology of World Religions: Sacred Texts and Contemporary Perspectives,Lewis Vaughn,3.3,Paperback,2016
Introducing Religion: Readings from the Classic Theorists,Daniel L. Pals,4.0,Paperback,2008
Religions of the World,,4.1,Paperback,
Roman Religion: A Sourcebook (Focus Classical Sources),Valerie M. Warrior,4.4,Paperback,2001
Psychology as Religion: The Cult of Self-worship,Paul C. Vitz,4.3,Kindle,2010
An Introduction to the Philosophy of Religion,Brian Davies,3.2,Paperback,2004
Recreating Africa: Culture~ Kinship~ and Religion in the African-Portuguese World~ 1441-1770,James H. Sweet,5.0,Paperback,2003
Anthology of Living Religions (3rd Edition),Mary Pat Fisher,3.9,Paperback,2011
Repenting of Religion: Turning from Judgment to the Love of God,Gregory A. Boyd,4.6,Paperback,2004
Experiencing the World's Religions: Tradition~ Challenge~ and Change~ 5th Edition,Michael Molloy,4.2,Paperback,
Islam: History~ Religion~ and Politics (Wiley Blackwell Brief Histories of Religion),,5.0,Paperback,2015
Guía Holman de Religiones del Mundo (Spanish Edition),,4.5,Paperback,2005
African Origins of Major "Western Religions",,4.6,Paperback,1991
World Religions: Western Traditions,,4.0,Paperback,2014
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.6,Kindle,2010
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.6,Kindle,2010
Being Both: Embracing Two Religions in One Interfaith Family,Susan Katz Miller,4.1,Paperback,2014
Paranormal America: Ghost Encounters~ UFO Sightings~ Bigfoot Hunts~ and Other Curiosities in Religion and Culture,Christopher Bader,4.5,Paperback,2011
The Resilience of Religion in American Higher Education,,,Hardcover,2018
Psychology and Religion (The Terry Lectures Series),Carl Gustav Jung,4.0,Paperback,
Theory and Method in the Study of Religion: A Selection of Critical Readings,Carl Olson,3.1,Paperback,2002
The Penguin Handbook of the World's Living Religions (Penguin Reference Library),,4.5,Paperback,2010
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing (The Life Changing Magic of Tidying Up),Marie Kondō,4.4,Kindle,2014
La Religión de Babilonia (Spanish Edition),,4.1,Paperback,2018
The Invention of Religion: Faith and Covenant in the Book of Exodus,Jan Assmann,,Hardcover,2018
The Hideaway,Lauren K. Denton,4.5,Kindle,2017
The Right Side of History: How Reason and Moral Purpose Made the West Great,Ben Shapiro,4.7,Kindle,2019
The Good Religion,,5.0,Paperback,2014
Practical Religion (Unabridged),J. C. Ryle,4.3,Paperback,2012
Origin: A Children of the Spear Novella,Rhett Gervais,4.2,Kindle,2019
Jesus Hates Religion: Finding Grace in a Works-Driven Culture,,4.7,Paperback,2014
Green Gospel: The New World Religion,,4.7,Paperback,2017
Progress and Religion: An Historical Inquiry (Worlds of Christopher Dawson),Christopher Dawson,5.0,Paperback,2001
Religions of Asia Today,,,Paperback,2017
Medicine~ Religion~ and Health: Where Science and Spirituality Meet (Templeton Science and Religion Series),Harold G. Koenig,3.5,Paperback,2008
Dark Green Religion: Nature Spirituality and the Planetary Future,,4.0,Kindle,2009
Religions of China: The World As a Living System,Daniel L. Overmyer,4.5,Paperback,1998
The Cambridge Companion to Ancient Mediterranean Religions (Cambridge Companions to Religion),Barbette Stanley Spaeth,4.0,Paperback,2013
Selling Spirituality,Richard King,4.7,Paperback,2004
Religions of China in Practice,,3.8,Paperback,1996
Chosen People: The Rise of American Black Israelite Religions,Jacob S. Dorman,3.7,Paperback,2016
Ten Essential Texts in the Philosophy of Religion: Classics and Contemporary Issues,Steven M. Cahn,4.6,Paperback,2004
The Oxford Handbook of the Abrahamic Religions (Oxford Handbooks),,,Paperback,2018
Rethinking Religion: A Concise Introduction,Will Deming,4.2,Paperback,2004
The Lost Religion of Jesus: Simple Living and Nonviolence in Early Christianity,Keith Akers,4.3,Paperback,2000
The Evangelical Dictionary of World Religions,,2.5,Hardcover,2018
The Whole Story: The Wedding of Science and Religion,,,Paperback,2018
Religion in the Ancient Greek City,Louise Bruit Zaidman,4.8,Kindle,1992
The Viking Way: Magic and Mind in Late Iron Age Scandinavia,,5.0,Hardcover,2019
Where the Conflict Really Lies: Science~ Religion~ and Naturalism,Alvin Plantinga,4.1,Hardcover,2011
Islam Religion | Your Guide to the Truth about Muslim Beliefs~ Culture~ Customs~ and Traditions~ Understanding the Quran~ and the Sunni / Shia Split & Conflict,,4.6,Paperback,2016
Hitler's Religion: The Twisted Beliefs that Drove the Third Reich,Richard Weikart,4.4,Hardcover,2016
God is Red: A Native View of Religion~ 30th Anniversary Edition,Vine Deloria  Jr.,4.3,Paperback,2003
Jews~ Christians~ Muslims: A Comparative Introduction to Monotheistic Religions,,4.0,Paperback,1997
The Science of Religion,,4.2,Paperback,1982
Philosophy of Religion: A Very Short Introduction (Very Short Introductions),Tim Bayne,5.0,Paperback,2018
Religions of the Ancient Greeks (Key Themes in Ancient History),,5.0,Paperback,1999
Science and Religion: A Very Short Introduction,Thomas Dixon,3.4,Paperback,2008
The Pagan Religions of the Ancient British Isles: Their Nature and Legacy,Ronald Hutton,3.9,Paperback,1993
The Lost Religion of Jesus: Simple Living and Nonviolence in Early Christianity,Keith Akers,4.3,Paperback,2000
Pantheon: A New History of Roman Religion,Jörg Rüpke,4.5,Hardcover,2018
Spirituality~ Religion~ and Cognitive-Behavioral Therapy: A Guide for Clinicians,,5.0,Hardcover,2018
Philosophy of Religion: Thinking About Faith (Contours of Christian Philosophy),C. Stephen Evans,4.3,Paperback,2009
Philosophy of Religion: Thinking About Faith (Contours of Christian Philosophy),C. Stephen Evans,4.3,Paperback,2009
Rose Bible Basics: Christianity~ Cults & Religions,Rose Publishing,4.3,Paperback,2008
Einstein and Religion: Physics and Theology,Max Jammer,4.4,Paperback,2002
Islam: The Religion and the People,,3.8,Hardcover,
Christianity: An Ancient Egyptian Religion,Ahmed Osman,4.3,Paperback,2005
Does Religion Do More Harm Than Good?,,,Paperback,2019
Compulsion in Religion: Saddam Hussein~ Islam~ and the Roots of Insurgencies in Iraq,Samuel Helfont,3.0,Hardcover,2018
Ancient Greek Religion,Jon D. Mikalson,4.5,Paperback,2009
Religion 101: From Allah to Zen Buddhism~ an Exploration of the Key People~ Practices~ and Beliefs that Have Shaped the Religions of the World (Adams 101),,4.4,Hardcover,2013
The Nature of Doctrine: Religion and Theology in a Postliberal Age,George A. Lindbeck,4.2,Paperback,
The Oxford Handbook of Ancient Greek Religion (Oxford Handbooks),,,Kindle,2015
That Old-Time Religion: The Story of Religious Foundations,Jordan Maxwell,4.5,Paperback,2003
The Doctrine of the Buddha: The Religion of Reason,,5.0,Paperback,2018
The Hope Jar (Free Preview) (The Prayer Jars Book 1),Wanda E. Brunstetter,4.5,Kindle,2018
The Ways of Religion: An Introduction to the Major Traditions,,3.4,Paperback,1999
Handbook of Religion: A Christian Engagement with Traditions~ Teachings~ and Practices,,4.7,Hardcover,2014
Fields of Blood: Religion and the History of Violence,Karen Armstrong,4.2,Paperback,2015
Introducing Theologies of Religions,Paul F Knitter,3.8,Paperback,2002
God~ Guilt~ and Death: An Existential Phenomenology of Religion (Studies in Phenomenology and Existential Philosophy),Merold Westphal,4.0,Paperback,1987
American Grace: How Religion Divides and Unites Us,Robert D. Putnam,4.2,Paperback,2012
Invented Knowledge: False History~ Fake Science and Pseudo-religions,Ronald H. Fritze,3.9,Kindle,2011
The Formation of Islam: Religion and Society in the Near East~ 600-1800 (Themes in Islamic History),,3.6,Paperback,2002
Santeria: the Religion: Faith~ Rites~ Magic (World Religion and Magic),Migene González-Wippler,4.4,Paperback,2002
World Religions and Cults: Counterfeits of Christianity (Volume 1),,4.0,Kindle,2015
Philosophy of Religion: A Guide and Anthology,Brian Davies,4.2,Paperback,2000
New World A-Coming: Black Religion and Racial Identity during the Great Migration,Judith Weisenfeld,4.8,Paperback,2018
World Religions,,5.0,Paperback,2012
Map is not Territory: Studies in the History of Religions,,3.2,Paperback,1993
Following the Sun: A Practical Guide to Egyptian Religion~ Revised Edition,,4.8,Paperback,2017
Christianity Encountering World Religions (Encountering Mission): The Practice of Mission in the Twenty-first Century,Terry C. Muck,4.5,Kindle,2009
The World's Religions: Our Great Wisdom Traditions,Huston Smith,4.2,Hardcover,
Religion in Sociological Perspective (Volume 5),Keith A. Roberts,4.7,Paperback,2011
Following the Sun: A Practical Guide to Egyptian Religion~ Revised Edition,,4.8,Paperback,2017
Christianity Encountering World Religions (Encountering Mission): The Practice of Mission in the Twenty-first Century,Terry C. Muck,4.5,Kindle,2009
Religion in Sociological Perspective (Volume 5),Keith A. Roberts,4.7,Paperback,2011
Muslim Cool: Race~ Religion~ and Hip Hop in the United States,Su'ad Abdul Khabeer,4.2,Paperback,2016
STILL I WILL FOLLOW (A Miller's Creek Novel Book 7),Cathy Bryant,4.9,Kindle,2017
History of Religion: An Overview of the most Important People and Events in The World’s Religions~ Mythologies History of the Church,,3.7,Paperback,2016
Sorcery and Religion in Ancient Scandinavia,Varg Vikernes,4.5,Paperback,2011
Immigration and Religion in America: Comparative and Historical Perspectives,,5.0,Paperback,2008
The Spirit of Early Evangelicalism: True Religion in a Modern World,D. Bruce Hindmarsh,5.0,Hardcover,2018
World Religions in America~ Fourth Edition: An Introduction,Jacob Neusner,3.9,Paperback,2009
African Religions: A Very Short Introduction (Very Short Introductions),Jacob K. Olupona,3.4,Paperback,2014
The Two Sources of Morality and Religion,Henri Bergson,4.4,Paperback,2016
Spirituality~ Religion~ and Faith in Psychotherapy: Evidence-Based Expressive Methods for Mind~ Brain~ and Body,,5.0,Paperback,2014
Einstein on Cosmic Religion and Other Opinions and Aphorisms,Albert Einstein,3.9,Paperback,2009
World Religions: From Ancient History to the Present,,4.3,Hardcover,
This Worldwide Struggle: Religion and the International Roots of the Civil Rights Movement,Sarah Azaransky,,Hardcover,2017
Dialogues Concerning Natural Religion (Hackett Classics),David Hume,4.6,Paperback,1998
